,raw,label,raw_clean,raw_casefolding,raw_tokenizing,raw_filtering,raw_normalisasi,raw_stimming,Ready
761,PT apaan disuruh komfirmasi email menghubungi layanan sudah dicoba semua tapi untuk jawaban masih tetep sama nunggu tim terkait sudah hampir satu bulan nungga nya nggak ada keputusan sama sekali saldo diakun saya mau kalian ambil,-1,PT apaan disuruh komfirmasi email menghubungi layanan sudah dicoba semua tapi untuk jawaban masih tetep sama nunggu tim terkait sudah hampir satu bulan nungga nya nggak ada keputusan sama sekali saldo diakun saya mau kalian ambil,pt apaan disuruh komfirmasi email menghubungi layanan sudah dicoba semua tapi untuk jawaban masih tetep sama nunggu tim terkait sudah hampir satu bulan nungga nya nggak ada keputusan sama sekali saldo diakun saya mau kalian ambil,"['pt', 'apaan', 'disuruh', 'komfirmasi', 'email', 'menghubungi', 'layanan', 'sudah', 'dicoba', 'semua', 'tapi', 'untuk', 'jawaban', 'masih', 'tetep', 'sama', 'nunggu', 'tim', 'terkait', 'sudah', 'hampir', 'satu', 'bulan', 'nungga', 'nya', 'nggak', 'ada', 'keputusan', 'sama', 'sekali', 'saldo', 'diakun', 'saya', 'mau', 'kalian', 'ambil']","['pt', 'disuruh', 'komfirmasi', 'email', 'menghubungi', 'layanan', 'dicoba', 'tetep', 'nunggu', 'tim', 'terkait', 'nungga', 'nggak', 'keputusan', 'saldo', 'diakun', 'ambil']","['pt', 'disuruh', 'komfirmasi', 'email', 'menghubungi', 'layanan', 'dicoba', 'tetep', 'nunggu', 'tim', 'terkait', 'nungga', 'nggak', 'keputusan', 'saldo', 'diakun', 'ambil']","['pt', 'suruh', 'komfirmasi', 'email', 'hubung', 'layan', 'coba', 'tetep', 'nunggu', 'tim', 'kait', 'nungga', 'nggak', 'putus', 'saldo', 'akun', 'ambil']",pt suruh komfirmasi email hubung layan coba tetep nunggu tim kait nungga nggak putus saldo akun ambil
762,ok,1,ok,ok,['ok'],['ok'],['ok'],['ok'],ok
763,suka,1,suka,suka,['suka'],['suka'],['suka'],['suka'],suka
764,Tidak bisa d buat belanja lewat shopi harusnya bisa buat belanja selesai top up kembangin lagi dengan pengawasan ketat biyar saldo gak terpotong sendiri,-1,Tidak bisa  buat belanja lewat shopi harusnya bisa buat belanja selesai top up kembangin lagi dengan pengawasan ketat biyar saldo gak terpotong sendiri,tidak bisa  buat belanja lewat shopi harusnya bisa buat belanja selesai top up kembangin lagi dengan pengawasan ketat biyar saldo gak terpotong sendiri,"['tidak', 'bisa', 'buat', 'belanja', 'lewat', 'shopi', 'harusnya', 'bisa', 'buat', 'belanja', 'selesai', 'top', 'up', 'kembangin', 'lagi', 'dengan', 'pengawasan', 'ketat', 'biyar', 'saldo', 'gak', 'terpotong', 'sendiri']","['belanja', 'shopi', 'belanja', 'selesai', 'top', 'up', 'kembangin', 'pengawasan', 'ketat', 'biyar', 'saldo', 'terpotong']","['belanja', 'shopi', 'belanja', 'selesai', 'top', 'up', 'kembangin', 'pengawasan', 'ketat', 'biyar', 'saldo', 'terpotong']","['belanja', 'shopi', 'belanja', 'selesai', 'top', 'up', 'kembangin', 'awas', 'ketat', 'biyar', 'saldo', 'potong']",belanja shopi belanja selesai top up kembangin awas ketat biyar saldo potong
765,Status dari smalam sampai sekarang msih dlm proses n saldo sudah kepotong....tlg respon nya,-1,Status dari smalam sampai sekarang msih dlm proses  saldo sudah kepotongtlg respon nya,status dari smalam sampai sekarang msih dlm proses  saldo sudah kepotongtlg respon nya,"['status', 'dari', 'smalam', 'sampai', 'sekarang', 'msih', 'dlm', 'proses', 'saldo', 'sudah', 'kepotongtlg', 'respon', 'nya']","['status', 'smalam', 'msih', 'dlm', 'proses', 'saldo', 'kepotongtlg', 'respon']","['status', 'smalam', 'msih', 'dalam', 'proses', 'saldo', 'kepotongtlg', 'respon']","['status', 'smalam', 'msih', 'dalam', 'proses', 'saldo', 'kepotongtlg', 'respon']",status smalam msih dalam proses saldo kepotongtlg respon
766,"Pakai Link Aja malah makin susah lama"". Saldo tiba"" kepotong. Top up e-toll ket sukses cuman di e-toll tidak ada masuk dan saldo kepotong. Tranfer sering pending tapi saldo kepotong. Bukan mempermudah, malah menyusahkan karena kita disuruh bikin laporan keluhan teruss dan melampirkan bukti"". Sudah pelaporan e-toll saldo tidak masuk selama 2 bulan ditunggu juga tidak ada saldo masuk/ e-toll teri isi.",-1,Pakai Link Aja malah makin susah lama Saldo tiba kepotong Top up etoll ket sukses cuman di etoll tidak ada masuk dan saldo kepotong Tranfer sering pending tapi saldo kepotong Bukan mempermudah malah menyusahkan karena kita disuruh bikin laporan keluhan teruss dan melampirkan bukti Sudah pelaporan etoll saldo tidak masuk selama bulan ditunggu juga tidak ada saldo masuk etoll teri isi,pakai link aja malah makin susah lama saldo tiba kepotong top up etoll ket sukses cuman di etoll tidak ada masuk dan saldo kepotong tranfer sering pending tapi saldo kepotong bukan mempermudah malah menyusahkan karena kita disuruh bikin laporan keluhan teruss dan melampirkan bukti sudah pelaporan etoll saldo tidak masuk selama bulan ditunggu juga tidak ada saldo masuk etoll teri isi,"['pakai', 'link', 'aja', 'malah', 'makin', 'susah', 'lama', 'saldo', 'tiba', 'kepotong', 'top', 'up', 'etoll', 'ket', 'sukses', 'cuman', 'di', 'etoll', 'tidak', 'ada', 'masuk', 'dan', 'saldo', 'kepotong', 'tranfer', 'sering', 'pending', 'tapi', 'saldo', 'kepotong', 'bukan', 'mempermudah', 'malah', 'menyusahkan', 'karena', 'kita', 'disuruh', 'bikin', 'laporan', 'keluhan', 'teruss', 'dan', 'melampirkan', 'bukti', 'sudah', 'pelaporan', 'etoll', 'saldo', 'tidak', 'masuk', 'selama', 'bulan', 'ditunggu', 'juga', 'tidak', 'ada', 'saldo', 'masuk', 'etoll', 'teri', 'isi']","['pakai', 'link', 'susah', 'saldo', 'kepotong', 'top', 'up', 'etoll', 'ket', 'sukses', 'cuman', 'etoll', 'masuk', 'saldo', 'kepotong', 'tranfer', 'pending', 'saldo', 'kepotong', 'mempermudah', 'menyusahkan', 'disuruh', 'laporan', 'keluhan', 'teruss', 'melampirkan', 'bukti', 'pelaporan', 'etoll', 'saldo', 'masuk', 'ditunggu', 'saldo', 'masuk', 'etoll', 'teri', 'isi']","['pakai', 'link', 'susah', 'saldo', 'kepotong', 'top', 'up', 'etoll', 'ket', 'sukses', 'cuman', 'etoll', 'masuk', 'saldo', 'kepotong', 'tranfer', 'pending', 'saldo', 'kepotong', 'mempermudah', 'menyusahkan', 'disuruh', 'laporan', 'keluhan', 'teruss', 'melampirkan', 'bukti', 'pelaporan', 'etoll', 'saldo', 'masuk', 'ditunggu', 'saldo', 'masuk', 'etoll', 'teri', 'isi']","['pakai', 'link', 'susah', 'saldo', 'potong', 'top', 'up', 'etoll', 'ket', 'sukses', 'cuman', 'etoll', 'masuk', 'saldo', 'potong', 'tranfer', 'pending', 'saldo', 'potong', 'mudah', 'susah', 'suruh', 'lapor', 'keluh', 'teruss', 'lampir', 'bukti', 'lapor', 'etoll', 'saldo', 'masuk', 'tunggu', 'saldo', 'masuk', 'etoll', 'teri', 'isi']",pakai link susah saldo potong top up etoll ket sukses cuman etoll masuk saldo potong tranfer pending saldo potong mudah susah suruh lapor keluh teruss lampir bukti lapor etoll saldo masuk tunggu saldo masuk etoll teri isi
767,"Aplikasi amburadul kek gini kok bisa2 nya My Pertamina ngarahin ke sini. Call center di hubungi krn akun terblokir jg hasilnya NOL besar.mau bayar pakai kartu debit jg di arahin top up link aja makai kartu debit.Kalau ada yg mudah ,ngapain nyari yg susah. Kalau bukan Krn bwt beli BBM, gw ogah banget Makai aplikasi ginian,msh lebih simpe pakai kartu debit.",-1,Aplikasi amburadul kek gini kok bisa nya My Pertamina ngarahin ke sini Call center di hubungi krn akun terblokir jg hasilnya NOL besarmau bayar pakai kartu debit jg di arahin top up link aja makai kartu debitKalau ada yg mudah ngapain nyari yg susah Kalau bukan Krn bwt beli BBM gw ogah banget Makai aplikasi ginianmsh lebih simpe pakai kartu debit,aplikasi amburadul kek gini kok bisa nya my pertamina ngarahin ke sini call center di hubungi krn akun terblokir jg hasilnya nol besarmau bayar pakai kartu debit jg di arahin top up link aja makai kartu debitkalau ada yg mudah ngapain nyari yg susah kalau bukan krn bwt beli bbm gw ogah banget makai aplikasi ginianmsh lebih simpe pakai kartu debit,"['aplikasi', 'amburadul', 'kek', 'gini', 'kok', 'bisa', 'nya', 'my', 'pertamina', 'ngarahin', 'ke', 'sini', 'call', 'center', 'di', 'hubungi', 'krn', 'akun', 'terblokir', 'jg', 'hasilnya', 'nol', 'besarmau', 'bayar', 'pakai', 'kartu', 'debit', 'jg', 'di', 'arahin', 'top', 'up', 'link', 'aja', 'makai', 'kartu', 'debitkalau', 'ada', 'yg', 'mudah', 'ngapain', 'nyari', 'yg', 'susah', 'kalau', 'bukan', 'krn', 'bwt', 'beli', 'bbm', 'gw', 'ogah', 'banget', 'makai', 'aplikasi', 'ginianmsh', 'lebih', 'simpe', 'pakai', 'kartu', 'debit']","['aplikasi', 'amburadul', 'kek', 'gini', 'my', 'pertamina', 'ngarahin', 'call', 'center', 'hubungi', 'akun', 'terblokir', 'jg', 'hasilnya', 'nol', 'besarmau', 'bayar', 'pakai', 'kartu', 'debit', 'jg', 'arahin', 'top', 'up', 'link', 'makai', 'kartu', 'debitkalau', 'mudah', 'ngapain', 'nyari', 'susah', 'bwt', 'beli', 'bbm', 'gw', 'ogah', 'banget', 'makai', 'aplikasi', 'ginianmsh', 'simpe', 'pakai', 'kartu', 'debit']","['aplikasi', 'amburadul', 'kek', 'gini', 'my', 'pertamina', 'ngarahin', 'call', 'center', 'hubungi', 'akun', 'terblokir', 'jg', 'hasilnya', 'nol', 'besarmau', 'bayar', 'pakai', 'kartu', 'debit', 'jg', 'arahin', 'top', 'up', 'link', 'makai', 'kartu', 'debitkalau', 'mudah', 'ngapain', 'nyari', 'susah', 'bwt', 'beli', 'bbm', 'gw', 'ogah', 'banget', 'makai', 'aplikasi', 'ginianmsh', 'simpe', 'pakai', 'kartu', 'debit']","['aplikasi', 'amburadul', 'kek', 'gin', 'my', 'pertamina', 'ngarahin', 'call', 'center', 'hubung', 'akun', 'blokir', 'jg', 'hasil', 'nol', 'besarmau', 'bayar', 'pakai', 'kartu', 'debit', 'jg', 'arahin', 'top', 'up', 'link', 'maka', 'kartu', 'debitkalau', 'mudah', 'ngapain', 'nyari', 'susah', 'bwt', 'beli', 'bbm', 'gw', 'ogah', 'banget', 'maka', 'aplikasi', 'ginianmsh', 'simpe', 'pakai', 'kartu', 'debit']",aplikasi amburadul kek gin my pertamina ngarahin call center hubung akun blokir jg hasil nol besarmau bayar pakai kartu debit jg arahin top up link maka kartu debitkalau mudah ngapain nyari susah bwt beli bbm gw ogah banget maka aplikasi ginianmsh simpe pakai kartu debit
768,"Laporan email masuk sudah selesai ditangani, hasil 0 (nol) dana saya tidak kembali",-1,Laporan email masuk sudah selesai ditangani hasil nol dana saya tidak kembali,laporan email masuk sudah selesai ditangani hasil nol dana saya tidak kembali,"['laporan', 'email', 'masuk', 'sudah', 'selesai', 'ditangani', 'hasil', 'nol', 'dana', 'saya', 'tidak', 'kembali']","['laporan', 'email', 'masuk', 'selesai', 'ditangani', 'hasil', 'nol', 'dana']","['laporan', 'email', 'masuk', 'selesai', 'ditangani', 'hasil', 'nol', 'dana']","['lapor', 'email', 'masuk', 'selesai', 'tangan', 'hasil', 'nol', 'dana']",lapor email masuk selesai tangan hasil nol dana
769,Sangat bagus,1,Sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],['bagus'],['bagus'],bagus
770,"Akun yg lama terblokir dan disuruh bikin akun yg baru .. upgrade full service nya sangat mengecewakan tidak bisa terbaca , padahal diaplikasi lain e-KTP saya terbaca .. saldo saya masih ada didalam akun lama .. mau hilang gitu aja saldonya?? Pembacaan sistem kalian sangat lemah",-1,Akun yg lama terblokir dan disuruh bikin akun yg baru upgrade full service nya sangat mengecewakan tidak bisa terbaca padahal diaplikasi lain eKTP saya terbaca saldo saya masih ada didalam akun lama mau hilang gitu aja saldonya Pembacaan sistem kalian sangat lemah,akun yg lama terblokir dan disuruh bikin akun yg baru upgrade full service nya sangat mengecewakan tidak bisa terbaca padahal diaplikasi lain ektp saya terbaca saldo saya masih ada didalam akun lama mau hilang gitu aja saldonya pembacaan sistem kalian sangat lemah,"['akun', 'yg', 'lama', 'terblokir', 'dan', 'disuruh', 'bikin', 'akun', 'yg', 'baru', 'upgrade', 'full', 'service', 'nya', 'sangat', 'mengecewakan', 'tidak', 'bisa', 'terbaca', 'padahal', 'diaplikasi', 'lain', 'ektp', 'saya', 'terbaca', 'saldo', 'saya', 'masih', 'ada', 'didalam', 'akun', 'lama', 'mau', 'hilang', 'gitu', 'aja', 'saldonya', 'pembacaan', 'sistem', 'kalian', 'sangat', 'lemah']","['akun', 'terblokir', 'disuruh', 'akun', 'upgrade', 'full', 'service', 'mengecewakan', 'terbaca', 'diaplikasi', 'ektp', 'terbaca', 'saldo', 'didalam', 'akun', 'hilang', 'gitu', 'saldonya', 'pembacaan', 'sistem', 'lemah']","['akun', 'terblokir', 'disuruh', 'akun', 'upgrade', 'full', 'service', 'mengecewakan', 'terbaca', 'diaplikasi', 'ektp', 'terbaca', 'saldo', 'didalam', 'akun', 'hilang', 'begitu', 'saldonya', 'pembacaan', 'sistem', 'lemah']","['akun', 'blokir', 'suruh', 'akun', 'upgrade', 'full', 'service', 'kecewa', 'baca', 'aplikasi', 'ektp', 'baca', 'saldo', 'dalam', 'akun', 'hilang', 'begitu', 'saldo', 'baca', 'sistem', 'lemah']",akun blokir suruh akun upgrade full service kecewa baca aplikasi ektp baca saldo dalam akun hilang begitu saldo baca sistem lemah
771,"SELALU KODE SALAH,PADAHAL UDAH MASUKIN SESUAI NOTIF SMS",-1,SELALU KODE SALAHPADAHAL UDAH MASUKIN SESUAI NOTIF SMS,selalu kode salahpadahal udah masukin sesuai notif sms,"['selalu', 'kode', 'salahpadahal', 'udah', 'masukin', 'sesuai', 'notif', 'sms']","['kode', 'salahpadahal', 'udah', 'masukin', 'sesuai', 'notif', 'sms']","['kode', 'salahpadahal', 'sudah', 'masukin', 'sesuai', 'notif', 'sms']","['kode', 'salahpadahal', 'sudah', 'masukin', 'sesuai', 'notif', 'sms']",kode salahpadahal sudah masukin sesuai notif sms
772,"Tidak recommed dijika digunakan untuk pembelian pulsa, data dan sejenisnya. saldo kepotong tapi pulsa tidak masuk.. Setelah kita komplain via email, akhirnya pembayaran paket data dikembalikan ke saldo.",-1,Tidak recommed dijika digunakan untuk pembelian pulsa data dan sejenisnya saldo kepotong tapi pulsa tidak masuk Setelah kita komplain via email akhirnya pembayaran paket data dikembalikan ke saldo,tidak recommed dijika digunakan untuk pembelian pulsa data dan sejenisnya saldo kepotong tapi pulsa tidak masuk setelah kita komplain via email akhirnya pembayaran paket data dikembalikan ke saldo,"['tidak', 'recommed', 'dijika', 'digunakan', 'untuk', 'pembelian', 'pulsa', 'data', 'dan', 'sejenisnya', 'saldo', 'kepotong', 'tapi', 'pulsa', 'tidak', 'masuk', 'setelah', 'kita', 'komplain', 'via', 'email', 'akhirnya', 'pembayaran', 'paket', 'data', 'dikembalikan', 'ke', 'saldo']","['recommed', 'dijika', 'pembelian', 'pulsa', 'data', 'sejenisnya', 'saldo', 'kepotong', 'pulsa', 'masuk', 'komplain', 'via', 'email', 'pembayaran', 'paket', 'data', 'dikembalikan', 'saldo']","['recommed', 'dijika', 'pembelian', 'pulsa', 'data', 'sejenisnya', 'saldo', 'kepotong', 'pulsa', 'masuk', 'komplain', 'via', 'email', 'pembayaran', 'paket', 'data', 'dikembalikan', 'saldo']","['recommed', 'jika', 'beli', 'pulsa', 'data', 'jenis', 'saldo', 'potong', 'pulsa', 'masuk', 'komplain', 'via', 'email', 'bayar', 'paket', 'data', 'kembali', 'saldo']",recommed jika beli pulsa data jenis saldo potong pulsa masuk komplain via email bayar paket data kembali saldo
773,perbaiki layanan masuk Linkaja syariah,1,perbaiki layanan masuk Linkaja syariah,perbaiki layanan masuk linkaja syariah,"['perbaiki', 'layanan', 'masuk', 'linkaja', 'syariah']","['perbaiki', 'layanan', 'masuk', 'linkaja', 'syariah']","['perbaiki', 'layanan', 'masuk', 'linkaja', 'syariah']","['baik', 'layan', 'masuk', 'linkaja', 'syariah']",baik layan masuk linkaja syariah
774,"Mdh install, top up banyak pilihan, transaksi lancarÃ°ÂÂÂÃ°ÂÂÂ",1,Mdh install top up banyak pilihan transaksi lancar,mdh install top up banyak pilihan transaksi lancar,"['mdh', 'install', 'top', 'up', 'banyak', 'pilihan', 'transaksi', 'lancar']","['mdh', 'install', 'top', 'up', 'pilihan', 'transaksi', 'lancar']","['mdh', 'install', 'top', 'up', 'pilihan', 'transaksi', 'lancar']","['mdh', 'install', 'top', 'up', 'pilih', 'transaksi', 'lancar']",mdh install top up pilih transaksi lancar
775,Sangat bagus,1,Sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],['bagus'],['bagus'],bagus
776,Nice,1,Nice,nice,['nice'],['nice'],['nice'],['nice'],nice
777,Saya tidak bisa login terus tunggu 5 menit,-1,Saya tidak bisa login terus tunggu menit,saya tidak bisa login terus tunggu menit,"['saya', 'tidak', 'bisa', 'login', 'terus', 'tunggu', 'menit']","['login', 'tunggu', 'menit']","['login', 'tunggu', 'menit']","['login', 'tunggu', 'menit']",login tunggu menit
778,Assalamu'alaikum warrahmatullahi wabarakatuh,1,Assalamualaikum warrahmatullahi wabarakatuh,assalamualaikum warrahmatullahi wabarakatuh,"['assalamualaikum', 'warrahmatullahi', 'wabarakatuh']","['assalamualaikum', 'warrahmatullahi', 'wabarakatuh']","['assalamualaikum', 'warrahmatullahi', 'wabarakatuh']","['assalamualaikum', 'warrahmatullahi', 'wabarakatuh']",assalamualaikum warrahmatullahi wabarakatuh
779,Lumayan bagus.,1,Lumayan bagus,lumayan bagus,"['lumayan', 'bagus']","['lumayan', 'bagus']","['lumayan', 'bagus']","['lumayan', 'bagus']",lumayan bagus
780,"Woooy developer, kalo abis upadte itu harusnya makin bagus, koq ini malah bobrok... YANG BENER KALO BIKIN APLIKASI JANGAN CARI UNTUNG DOANG, PELAYANANNYA DI UTAMAKAN...",-1,Woooy developer kalo abis upadte itu harusnya makin bagus koq ini malah bobrok YANG BENER KALO BIKIN APLIKASI JANGAN CARI UNTUNG DOANG PELAYANANNYA DI UTAMAKAN,woooy developer kalo abis upadte itu harusnya makin bagus koq ini malah bobrok yang bener kalo bikin aplikasi jangan cari untung doang pelayanannya di utamakan,"['woooy', 'developer', 'kalo', 'abis', 'upadte', 'itu', 'harusnya', 'makin', 'bagus', 'koq', 'ini', 'malah', 'bobrok', 'yang', 'bener', 'kalo', 'bikin', 'aplikasi', 'jangan', 'cari', 'untung', 'doang', 'pelayanannya', 'di', 'utamakan']","['woooy', 'developer', 'abis', 'upadte', 'bagus', 'koq', 'bobrok', 'bener', 'aplikasi', 'cari', 'untung', 'doang', 'pelayanannya', 'utamakan']","['woooy', 'developer', 'abis', 'upadte', 'bagus', 'koq', 'bobrok', 'benar', 'aplikasi', 'cari', 'untung', 'doang', 'pelayanannya', 'utamakan']","['woooy', 'developer', 'abis', 'upadte', 'bagus', 'koq', 'bobrok', 'benar', 'aplikasi', 'cari', 'untung', 'doang', 'layan', 'utama']",woooy developer abis upadte bagus koq bobrok benar aplikasi cari untung doang layan utama
781,Keren,1,Keren,keren,['keren'],['keren'],['keren'],['keren'],keren
782,Sangat berguna,1,Sangat berguna,sangat berguna,"['sangat', 'berguna']",['berguna'],['berguna'],['guna'],guna
783,Bagus,1,Bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
784,Good,1,Good,good,['good'],['good'],['good'],['good'],good
785,DASAR Apk pencuri. Saldo msh ada tapi gak bisa masuk ke apk. Mo reset pin gak bisa krn call centernya gak bisa dihubungi. Jgn dowload apk ini penipu. Ko mkn itu uang 300.000. Uang sgtu sj ko bikin stgh mati reset pin,-1,DASAR Apk pencuri Saldo msh ada tapi gak bisa masuk ke apk Mo reset pin gak bisa krn call centernya gak bisa dihubungi Jgn dowload apk ini penipu Ko mkn itu uang Uang sgtu sj ko bikin stgh mati reset pin,dasar apk pencuri saldo msh ada tapi gak bisa masuk ke apk mo reset pin gak bisa krn call centernya gak bisa dihubungi jgn dowload apk ini penipu ko mkn itu uang uang sgtu sj ko bikin stgh mati reset pin,"['dasar', 'apk', 'pencuri', 'saldo', 'msh', 'ada', 'tapi', 'gak', 'bisa', 'masuk', 'ke', 'apk', 'mo', 'reset', 'pin', 'gak', 'bisa', 'krn', 'call', 'centernya', 'gak', 'bisa', 'dihubungi', 'jgn', 'dowload', 'apk', 'ini', 'penipu', 'ko', 'mkn', 'itu', 'uang', 'uang', 'sgtu', 'sj', 'ko', 'bikin', 'stgh', 'mati', 'reset', 'pin']","['dasar', 'apk', 'pencuri', 'saldo', 'msh', 'masuk', 'apk', 'mo', 'reset', 'pin', 'call', 'centernya', 'dihubungi', 'dowload', 'apk', 'penipu', 'ko', 'mkn', 'uang', 'uang', 'sgtu', 'sj', 'ko', 'stgh', 'mati', 'reset', 'pin']","['dasar', 'apk', 'pencuri', 'saldo', 'masih', 'masuk', 'apk', 'mo', 'reset', 'pin', 'call', 'centernya', 'dihubungi', 'dowload', 'apk', 'penipu', 'ko', 'mkn', 'uang', 'uang', 'sgtu', 'sj', 'ko', 'stgh', 'mati', 'reset', 'pin']","['dasar', 'apk', 'curi', 'saldo', 'masih', 'masuk', 'apk', 'mo', 'reset', 'pin', 'call', 'centernya', 'hubung', 'dowload', 'apk', 'tipu', 'ko', 'mkn', 'uang', 'uang', 'sgtu', 'sj', 'ko', 'stgh', 'mati', 'reset', 'pin']",dasar apk curi saldo masih masuk apk mo reset pin call centernya hubung dowload apk tipu ko mkn uang uang sgtu sj ko stgh mati reset pin
786,Mantap,1,Mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
787,Mantap,1,Mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
788,Ã°ÂÂÂÃ°ÂÂÂ»,1,,,[],[],[],[],
789,"Aplikasi bodoh...upgrade susah, verifikasi email susah, live chat susah...(Hp Azus Rog Phone 3) tolong di perbaiki!",-1,Aplikasi bodohupgrade susah verifikasi email susah live chat susahHp Azus Rog Phone tolong di perbaiki,aplikasi bodohupgrade susah verifikasi email susah live chat susahhp azus rog phone tolong di perbaiki,"['aplikasi', 'bodohupgrade', 'susah', 'verifikasi', 'email', 'susah', 'live', 'chat', 'susahhp', 'azus', 'rog', 'phone', 'tolong', 'di', 'perbaiki']","['aplikasi', 'bodohupgrade', 'susah', 'verifikasi', 'email', 'susah', 'live', 'chat', 'susahhp', 'azus', 'rog', 'phone', 'tolong', 'perbaiki']","['aplikasi', 'bodohupgrade', 'susah', 'verifikasi', 'email', 'susah', 'live', 'chat', 'susahhp', 'azus', 'rog', 'phone', 'tolong', 'perbaiki']","['aplikasi', 'bodohupgrade', 'susah', 'verifikasi', 'email', 'susah', 'live', 'chat', 'susahhp', 'azus', 'rog', 'phone', 'tolong', 'baik']",aplikasi bodohupgrade susah verifikasi email susah live chat susahhp azus rog phone tolong baik
